번호,명칭,소재지,지정일
123호,"익산 왕궁리 오층석탑 사리장엄구(益山 王宮里 五層石塔 舍利莊嚴具)(Reliquaries from the Five-story Stone Pagoda in Wanggung-ri, Iksan)","전북 전주시 완산구 쑥고개로 249, 국립전주박물관 (효자동2가,국립전주박물관)",1966년7월 26일지정
124호,"강릉 한송사지 석조보살좌상(江陵 寒松寺址 石造菩薩坐像)(Stone Seated Bodhisattva from Hansongsa Temple Site, Gangneung)","강원 춘천시 우석로 70, 국립춘천박물관 (석사동,국립춘천박물관)","1967년6월 21일지정,2010년6월 28일명칭변경"
125호,녹유골호(綠釉骨壺)(Green-glazed Burial Urn (Granite Case)),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1967년6월 21일지정
126호,불국사 삼층석탑 사리장엄구(佛國寺 三層石塔 舍利莊嚴具)(Reliquaries from the Three-story Stone Pagoda of Bulguksa Temple),경북 경주시 불국로385 불국사성보박물관,1967년9월 16일지정
127호,"서울 삼양동 금동관음보살입상(서울 三陽洞 金銅觀音菩薩立像)(Gilt-bronze Standing Avalokitesvara Bodhisattva from Samyang-dong, Seoul)","서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)","1968년12월 19일지정,2010년6월 28일명칭변경"
128호,금동관음보살입상(金銅觀音菩薩立像)(Gilt-bronze Standing Avalokitesvara Bodhisattva),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1968년12월 19일지정
129호,금동보살입상(金銅菩薩立像)(Gilt-bronze Standing Bodhisattva),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1968년12월 19일지정
130호,"구미 죽장리 오층석탑(龜尾 竹杖里 五層石塔)(Five-story Stone Pagoda in Jukjang-ri, Gumi)",경북 구미시 선산읍 죽장2길 90 (죽장리),"1968년12월 19일지정,2010년12월 27일명칭변경"
131호,고려말 화령부 호적관련고문서(高麗末和寧府戶籍關聯古文書)(Family Register of Hwaryeong-bu Prefecture Written in the Late Goryeo Dynasty),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)","1969년11월 7일지정,2010년8월 25일명칭변경"
132호,징비록(懲毖錄)(Jingbirok (The Book of Correction)),경북 안동시 도산면 퇴계로 1997 한국국학진흥원,1969년11월 7일지정
133호,청자 동화연화문 표주박모양 주전자(靑磁 銅畵蓮花文 瓢形 注子)(Celadon Gourd-shaped Ewer with Lotus Design in Underglaze Copper),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1970년12월 30일지정
134호,금동보살삼존입상(金銅菩薩三尊立像)(Gilt-bronze Standing Bodhisattva Triad),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)","1970년12월 30일지정,2010년6월 28일명칭변경"
135호,신윤복필 풍속도 화첩(申潤福筆 風俗圖 畵帖)(Album of Genre Paintings by Sin Yun-bok),"서울 성북구 성북로 102-11, 간송미술관 (성북동,간송미술관)",1970년12월 30일지정
136호,금동 용두보당(金銅 龍頭寶幢)(Gilt-bronze Miniature Buddhist Flagpole with Dragon Finial),서울 용산구,1971년12월 21일지정
137-1호,"검 및 칼집 부속(劍 및 칼집 附屬)(Bronze Artifacts from Bisan-dong, Daegu)","서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1971년12월 21일지정
137-2호,"투겁창 및 꺾창(투겁槍 및 꺾槍)(Bronze Artifacts from Bisan-dong, Daegu)","서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1971년12월 21일지정
138호,전 고령 금관 및 장신구 일괄(傳 高靈 金冠 및 裝身具 一括)(Gold Crown and Ornaments from Goryeong (Presumed)),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1971년12월 21일지정
139호,김홍도필 군선도 병풍(金弘道筆 群仙圖 屛風)(Folding Screen of Gunseondo (Daoist Immortals) by Kim Hong-do),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1971년12월 21일지정
140호,나전 화문 동경(螺鈿 花文 銅鏡)(Bronze Mirror with Inlaid Mother-of-pearl Floral Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1971년12월 21일지정
141호,정문경(精文鏡)(Bronze Mirror with Fine Linear Design),서울 동작구,1971년12월 21일지정
142호,동국정운(東國正韻)(Dongguk jeongun (Standard Rhymes of the Eastern State)),"서울 광진구 아차산로 263, 건국대학교박물관 (화양동,건국대학교병원)","1972년3월 2일지정,2010년8월 25일명칭변경"
143호,"화순 대곡리 청동기 일괄(和順 大谷里 靑銅器 一括)(Bronze Artifacts from Daegok-ri, Hwasun)","광주 북구 하서로 110, 국립광주박물관 (매곡동,국립광주박물관)",1972년3월 2일지정
144호,"영암 월출산 마애여래좌상(靈巖 月出山 磨崖如來坐像)(Rock-carved Seated Buddha in Wolchulsan Mountain, Yeongam)",전남 영암군 영암읍 회문리 산26-8,"1972년3월 2일지정,2010년8월 25일명칭 변경"
145호,귀면 청동로(鬼面 靑銅爐)(Bronze Brazier with Demon Face Decoration),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1972년6월 24일지정
146호,전 논산 청동방울 일괄(傳 論山 靑銅鈴 一括)(Bronze Bells from Nonsan (Presumed)),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1973년3월 19일지정
147호,"울주 천전리 각석(蔚州 川前里 刻石)(Petroglyphs of Cheonjeon-ri, Ulju)",울산 울주군 두동면 천전리 산210-2,"1973년5월 4일지정,2010년12월 27일명칭변경"
148-1호,"십칠사찬고금통요 권16(十七史纂古今通要 卷十六)(Sipchil sachan gogeum tongyo (Essentials of Seventeen Dynastic Histories), Volume 16)","서울 관악구 관악로 1,103호 동 서울대학교 규장각한국학연구원 (신림동,서울대학교)","1973년7월 10일지정,2010년8월 25일명칭변경"
148-2호,"십칠사찬고금통요 권17(十七史纂古今通要 卷十七)(Sipchil sachan gogeum tongyo (Essentials of Seventeen Dynastic Histories), Volume 17)","서울 서초구 반포대로 201, 국립중앙도서관 (반포동,국립중앙도서관)","1973년7월 10일지정,2010년8월 25일명칭변경"
149-1호,"동래선생교정북사상절 권4, 5(東萊先生校正北史詳節 卷四, 五)(Dongnae seonsaeng gyojeong buksa sangjeol (Commentary on the History of the Northern Dynasties), Volumes 4 and 5)","서울 성북구 성북로 102-11, 간송미술관 (성북동,간송미술관)","1973년7월 10일지정,2010년8월 25일명칭변경"
149-2호,"동래선생교정북사상절 권6(東萊先生校正北史詳節 卷六)(Dongnae seonsaeng gyojeong buksa sangjeol (Commentary on the History of the Northern Dynasties), Volume 6)",서울 중구,"1973년7월 10일지정,2010년8월 25일명칭변경"
150호,"송조표전총류 권7(宋朝表牋總類 卷七)(Songjo pyojeon chongnyu (Collection of Appeals and Letters to the Emperors of the Song Dynasty), Volume 7)","서울 관악구 관악로 1,103호 동 서울대학교 규장각한국학연구원 (신림동,서울대학교)","1973년7월 10일지정,2010년8월 25일명칭변경"
151-1호,조선왕조실록 정족산사고본(朝鮮王朝實錄 鼎足山史庫本)(Joseon wangjo sillok (Annals of the Joseon Dynasty)),서울 관악구,"1973년12월 31일지정,2010년8월 25일명칭변경"
151-2호,조선왕조실록 태백산사고본(朝鮮王朝實錄 太白山史庫本)(Joseon wangjo sillok (Annals of the Joseon Dynasty)),"부산 연제구 경기장로 28, 국가기록원 역사기록관 (거제동,정부기록보존소부산지소)","1973년12월 31일지정,2010년8월 25일명칭변경"
151-3호,조선왕조실록 오대산사고본(朝鮮王朝實錄 五臺山史庫本)(Joseon wangjo sillok (Annals of the Joseon Dynasty)),서울 관악구,"1973년12월 31일지정,2010년8월 25일명칭변경"
151-4호,조선왕조실록 적상산사고본(朝鮮王朝實錄 赤裳山史庫本)(Joseon wangjo sillok (Annals of the Joseon Dynasty)),서울,2019년6월 26일지정
151-5호,조선왕조실록 봉모당본(朝鮮王朝實錄 奉謨堂本),서울,2019년6월 26일지정
151-6호,조선왕조실록 낙질 및 산엽본(朝鮮王朝實錄 落帙 및 散葉本),서울 관악구,"1973년12월 31일지정,2019년6월 26일변경"
152호,비변사등록(備邊司謄錄)(Bibyeonsa deungnok (Records of the Border Defense Council)),"서울 관악구 관악로 1,103호 동 서울대학교 규장각한국학연구원 (신림동,서울대학교)","1973년12월 31일지정,2010년8월 25일명칭변경"
153호,일성록(日省錄)(Ilseongnok (Daily Records of the Royal Court and Important Officials)),"서울 관악구 관악로 1,103호 동 서울대학교 규장각한국학연구원 (신림동,서울대학교)",1973년12월 31일지정
154호,무령왕 금제관식(武寧王 金製冠飾)(Gold Diadem Ornaments of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관 (웅진동)",1974년7월 9일지정
155호,무령왕비 금제관식(武寧王妃 金製冠飾)(Gold Diadem Ornaments of the Queen Consort of King Muryeong),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1974년7월 9일지정
156호,무령왕 금귀걸이(武寧王 金製耳飾)(Gold Earrings of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관 (웅진동)",1974년7월 9일지정
157호,무령왕비 금귀걸이(武寧王妃 金製耳飾)(Gold Earrings of the Queen Consort of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관,",1974년7월 9일지정
158호,무령왕비 금목걸이(武寧王妃 金製頸飾)(Gold Necklaces of the Queen Consort of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관 (웅진동), 국립중앙박물관",1974년7월 9일지정
159호,무령왕 금제 뒤꽂이(武寧王 金製釵)(Gold Hairpin of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관 (웅진동)",1974년7월 9일지정
160호,무령왕비 은팔찌(武寧王妃 銀製釧)(Silver Bracelets of the Queen Consort of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관 (웅진동)",1974년7월 9일지정
161호,무령왕릉 청동거울 일괄(武寧王陵 銅鏡一括)(Bronze Mirrors from the Tomb of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관 (웅진동)",1974년7월 9일지정
162호,무령왕릉 석수(武寧王陵 石獸)(Stone Guardian from the Tomb of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관 (웅진동)","1974년7월 9일지정,2010년6월 28일명칭변경"
163호,무령왕릉 지석(武寧王陵 誌石)(Buried Memorial Tablet from the Tomb of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관 (웅진동)","1974년7월 9일지정,2010년8월 25일명칭변경"
164호,무령왕비 베개(武寧王妃 頭枕)(Headrest of the Queen Consort of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관 (웅진동)",1974년7월 9일지정
165호,무령왕 발받침(武寧王 足座)(Footrest of King Muryeong),"충남 공주시 관광단지길 34, 국립공주박물관 (웅진동)",1974년7월 9일지정
166호,백자 철화매죽문 항아리(白磁 鐵畵梅竹文 壺)(White Porcelain Jar with Plum and Bamboo Design in Underglaze Iron),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1974년7월 9일지정
167호,청자 인물형 주전자(靑磁 人物形 注子)(Celadon Ewer in the Shape of a Human Figure),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1974년7월 9일지정
169호,청자 양각죽절문 병(靑磁 陽刻竹節文 甁)(Celadon Bottle with Bamboo Design in Relief),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1974년7월 9일지정
170호,"백자 청화매조죽문 유개항아리(白磁 靑畵梅鳥竹文 有蓋壺)(White Porcelain Lidded Jar with Plum, Bird and Bamboo Design in Underglaze Cobalt Blue)","서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1974년7월 9일지정
171호,청동 은입사 봉황문 합(靑銅 銀入絲 鳳凰文 盒)(Bronze Lidded Bowl with Silver-inlaid Phoenix Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1974년7월 9일지정
172호,진양군영인정씨묘출토유물(晋陽郡令人鄭氏墓出土遺物)(Relics Excavated from the Tomb of Lady Jeong),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1974년7월 9일지정
173호,청자 퇴화점문 나한좌상(靑磁 堆花點文 羅漢坐像)(Celadon Seated Arhat with Paste-on-paste White Dot Design),서울 강남구,1974년7월 9일지정
174호,금동 수정 장식 촛대(金銅 水晶 裝飾 燭臺)(Gilt-bronze Candlesticks with Inlaid Crystal Ornaments),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",1974년7월 9일지정
175호,백자 상감연화당초문 대접(白磁 象嵌蓮花唐草文 大楪)(White Porcelain Bowl with Inlaid Lotus and Scroll Design),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1974년7월 9일지정
176호,"백자 청화‘홍치2년’명 송죽문 항아리(白磁 靑畵‘弘治二年’銘 松竹文 立壺)(White Porcelain Jar with Pine and Bamboo Design and Inscription of ""the Second Hongchi Year"" in Underglaze Cobalt Blue)",서울 중구 필동로 1길 30 동국대학교박물관,1974년7월 9일지정
177호,분청사기 인화국화문 태항아리(粉靑沙器 印花菊花文 胎壺)(Buncheong Placenta Jars with Stamped Chrysanthemum Design),"서울 성북구 안암로 145, 고려대학교박물관 (안암동5가,고려대학교안암캠퍼스(인문사회계))",1974년7월 9일지정
178호,분청사기 음각어문 편병(粉靑沙器 陰刻魚文 扁甁)(Buncheong Flat Bottle with Sgraffito Lotus and Fish Design),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1974년7월 9일지정
179호,분청사기 박지연화어문 편병(粉靑沙器 剝地蓮花魚文 扁甁)(Buncheong Flat Bottle with Sgraffito Lotus and Fish Design),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",1974년7월 9일지정
180호,김정희필 세한도(金正喜筆 歲寒圖)(Sehando(Winter Scene) by Kim Jeong-hui),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",1974년12월 31일지정
181호,장양수 홍패(張良守 紅牌)(Red Certificate Issued to Jang Yang-su),경북 울진군 울진읍 고성3길 31-68 (고성리),1975년10월 13일지정
182호,"구미 선산읍 금동여래입상(龜尾 善山邑 金銅如來立像)(Gilt-bronze Standing Buddha from Seonsan-eup, Gumi)","대구 수성구 청호로 321, 국립대구박물관 (황금동,국립대구박물관)","1976년4월 23일지정,2010년6월 28일명칭변경"
183호,"구미 선산읍 금동보살입상(龜尾 善山邑 金銅菩薩立像)(Gilt-bronze Standing Bodhisattva from Seonsan-eup, Gumi)","대구 수성구 청호로 321, 국립대구박물관 (황금동,국립대구박물관)","1976년4월 23일지정,2010년6월 28일명칭변경"
185호,상지은니묘법연화경(橡紙銀泥妙法蓮華經)(Transcription of Saddharmapundarika Sutra (The Lotus Sutra) in Silver on Oak Paper),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)","1976년4월 23일지정,2010년8월 25일명칭변경"
186호,"양평 신화리 금동여래입상(楊平 新花里 金銅如來立像)(Gilt-bronze Standing Buddha from Sinhwa-ri, Yangpyeong)","서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)","1976년12월 14일지정,2010년6월 28일명칭변경"
187호,"영양 산해리 오층모전석탑(英陽 山海里 五層模塼石塔)(Five-story Stone Brick Pagoda in Sanhae-ri, Yeongyang)",경북 영양군 입암면 산해리 391-6,"1977년8월 22일지정,2010년12월 27일명칭변경"
188호,천마총 금관(天馬塚 金冠)(Gold Crown from Cheonmachong Tomb),"경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)",1978년12월 7일지정
189호,천마총 관모(天馬塚 金製冠帽)(Gold Cap from Cheonmachong Tomb),"경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)",1978년12월 7일지정
