title,address,telNo
본태박물관,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,
문래창작촌,서울특별시 영등포구 128가길 13-8,
문경에코월드,경상북도 문경시 가은읍 왕능길 114,054-572-6854
횡성루지체험장,강원특별자치도 횡성군 우천면 전재로 407,
철원 한탄강 은하수교		,강원특별자치도 철원군 동송읍 장흥리 725-12,033-450-5532
여수 해상케이블카,전라남도 여수시 돌산읍 돌산로 3600-1,061-664-7301
범어사(부산),부산광역시 금정구 범어사로 250,
꽃지해수욕장,충청남도 태안군 안면읍 승언리,041-670-2695 
밀락더마켓,부산광역시 수영구 민락수변로17번길 56  ,051-752-5671
쇠소깍,제주특별자치도 서귀포시 쇠소깍로 128,064-732-1562
안데르센 동화마을,부산광역시 기장군 장안읍 장안로 211,
대부도,경기도 안산시 단원구 대부황금로 1531,대부도 관광안내소 1899-1720
산들소리,경기도 남양주시 불암산로59번길 48-31, 010-3039-3252
[북한산 둘레길] 21 우이령길,경기도 양주시 장흥면 교현리,"02-900-8086, 8087"
채석강 (전북 서해안 국가지질공원),전북특별자치도 부안군 변산면 변산해변로 1,변산반도국립공원사무소 063-582-7808
선재바다낚시공원		,인천광역시 옹진군 영흥면 선재로226번길 164,"032-710-4340
"
영월 장릉(단종) [유네스코 세계유산],강원특별자치도 영월군 영월읍 단종로 190,"장릉 관광안내소 033-374-
영월군 관광안내 1577-0545"
진천 농다리,충청북도 진천군 문백면 구곡리,043-539-3624
석파정서울미술관,서울특별시 종로구 창의문로11길 4-1,02-395-0100
문경새재도립공원,경상북도 문경시 문경읍 새재로 932,문경새재관리 사무소 054-571-0709
용인미르스타디움(용인시민체육공원),경기도 용인시 처인구 동백죽전대로 61,031-329-8600
하슬라아트월드,강원특별자치도 강릉시 강동면 율곡로 1441,033-644-9411
제천 역전한마음시장,충청북도 제천시 내토로28길 3-1,043-645-2724
하동 코리아 짚와이어,경상남도 하동군 금남면 경충로 493-37,055-884-7715
평창올림픽시장(구 평창전통시장),강원특별자치도 평창군 평창읍 평창시장1길 8-1,033-332-2517
독립기념관단풍나무숲길(단풍나무숲길독립기념관),충청남도 천안시 동남구 목천읍 독립기념관로 1,"041-560-0114
"
홍성솔바람테마파크,충청남도 홍성군 장곡면 무한로749번길 54,041-642-9700
주왕산 1. 2. 3 폭포,경상북도 청송군 주왕산면 상의리,
하늘공원,서울특별시 마포구 하늘공원로 95,02-300-5500
장봉도,인천광역시 옹진군 북도면 장봉리,032-899-3410
금오산케이블카,경상북도 구미시 금오산로 419,054-451-6177
"용문천년시장 / 용문전통시장 (5, 10일)",경기도 양평군 용문면 다문중앙1길 19,031-771-6172
산청 동의보감촌,경상남도 산청군 금서면 동의보감로555번길 45-6,"055-970-7216
"
오동숲속도서관,서울특별시 성북구 화랑로13가길 110-10 (하월곡동),"02-6952-1806
"
고창 고인돌 유적 [유네스코 세계유산],전북특별자치도 고창군 고창읍 죽림리,063-560-8666 
예당호 출렁다리(음악분수),충청남도 예산군 응봉면 예당관광로 161,041-339-8282~5
안면도자연휴양림,충청남도 태안군 안면읍 안면대로 3195-6,0507-1446-5038
포레스트 리솜 해브나인 스파 (해브나인 힐링스파)		,충청북도 제천시 백운면 금봉로 365,"043-649-6014
"
진도 신비의 바닷길,전라남도 진도군 고군면 신비의바닷길 148,
그라운드시소 서촌,서울특별시 종로구 자하문로6길 18-8 (통의동),"070-4473-9746
"
고령은행나무숲,경상북도 고령군 다산면 좌학리 969-2,054-955-4790
바람새마을 소풍정원,경기도 평택시 고덕면 궁리,031-668-4815
천불천탑,경상남도 합천군 가회면 산두길 191-41,055-931-5530
현대자동차 울산공장,울산광역시 북구 염포로 700,"대표전화 : 052-215-
견학문의 : 052-215-2233
"
설악산국립공원 대청봉코스(오색)&대청봉코스(한계령),강원특별자치도 양양군 서면 오색리,033-672-2883
거문도,전라남도 여수시 삼산면 거문길 103,
국립백두대간수목원 ,경상북도 봉화군 춘양면 춘양로 1501,"054-679-1000
"
"서울아트센터 / 서울아트센터 도암홀, 도암갤러리",서울특별시 종로구 평창문화로 70 (평창동),02-2287-0599
궁평항,경기도 화성시 서신면 궁평항로 1069-17,궁평 어촌체험마을 안내소 031-356-7339
가천 다랭이마을,경상남도 남해군 남면 홍현리 남면로 679번길 21,"055-863-3893
  "
정방사,충청북도 제천시 수산면 옥순봉로12길 165,043-647-7399
사선대관광지&조각공원,전북특별자치도 임실군 관촌면 사선2길 68-7,063-640-2921
태풍전망대,경기도 연천군 중면 횡산리,
제2땅굴(철원),강원특별자치도 철원군 동송읍 양지리,033-450-5559
자연드림파크(괴산),충청북도 괴산군 칠성면 자연드림길 240,043-760-4304
용인자작나무숲,경기도 용인시 처인구 백암면 황새울로 231,
속초해수욕장 대관람차(속초아이),강원특별자치도 속초시 청호해안길 2,
춘천 삼악산 호수케이블카 ,강원특별자치도 춘천시 스포츠타운길 245  ,1588-4888
독도,경상북도 울릉군 울릉읍 독도이사부길 55,독도관리사무소 054-790-6641
계양산 둘레길,인천광역시 계양구 다남동 산70-4,"032-450-5654
"
동대문역사문화공원,서울특별시 중구 을지로 281,02-2266-7188
비둘기낭 폭포 (한탄강 유네스코 세계지질공원),경기도 포천시 영북면 대회산리,한탄강지질공원센터 031-538-3030
천아숲길[한라산둘레길 1구간],제주특별자치도 제주시 애월읍 산록서로 678-207,
거창은행나무길,경상남도 거창군 의동1길 36,
이호테우해변,제주특별자치도 제주시 도리로 ,064-728-3994 
이월드,대구광역시 달서구 두류공원로 200,
부귀 메타세쿼이아길,전북특별자치도 진안군 부귀면 모래재로 841,063-430-8710
수덕사(예산),충청남도 예산군 덕산면 수덕사안길 79,
거창창포원,경상남도 거창군 남상면 창포원길 21-1,"거창창포원(수변생태정원) 055-940-
열대식물원 055-940-
키즈카페 055-940-8848"
섬세이 테라리움,서울특별시 성동구 서울숲2길 44-1,
양림동 펭귄마을공예거리,광주광역시 남구 오기원길 20-13,"062-674-5707,5708"
낙산사,강원특별자치도 양양군 강현면 낙산사로 100,"홍련암 033-672-2475 / 
템플스테이 033-672-2417"
영월 오일장,강원특별자치도 영월군 영월읍 덕포리 486-28,
제주 무지개해안도로,제주특별자치도 제주시 도두일동 1734,제주관광정보센터 064-740-6000
봉천사,경상북도 문경시 봉서2길 201  ,054-554-9776
용궐산,전북특별자치도 순창군 동계면 장군목길 564,063-650-5660
경주 대릉원 일원,경상북도 경주시 계림로 9,054-750-8650
천리포수목원,충청남도 태안군 소원면 천리포1길 187,
다랑쉬오름(월랑봉),제주특별자치도 제주시 구좌읍 세화리 산6,"064-740-6000~1
"
광한루원,전북특별자치도 남원시 요천로 1447,063-620-8907
통영밤바다 야경투어,경상남도 통영시 도남로 269-20,"055-644-8082
"
대전근현대사전시관(옛 충남도청사 본관),대전광역시 중구 중앙로 101,042-270-4537
교동도(강화),인천광역시 강화군 교동면 교동남로 35,032-934-1000
해남126 호텔,전라남도 해남군 화원면 시아로 576-33,061-534-3000 
아바이마을,강원특별자치도 속초시 청호로 122-1,033-633-3171
고사포야영장,전북특별자치도 부안군 변산면 변산해변로 765,전화번호 없음
영월관광센터,강원특별자치도 영월군 청령포로 126-3,
황매산군립공원,경상남도 합천군 가회면 황매산공원길 4,055-930-4769
국민의 숲 트레킹 코스,강원특별자치도 평창군 대관령마루길 340,
양구 펀치볼마을 (펀치볼),강원특별자치도 양구군 해안면 동막동길 50-3,033-480-7204
부산 치유의 숲,부산광역시 기장군 철마면 철마천로 101,방문자센터 051-976-2831~3
환호공원,경상북도 포항시 북구 환호공원길 30,"054-270-8282
"
비내섬(비내길),충청북도 충주시 앙성면 남한강변길 44,043-842-0531
상원사(오대산),강원특별자치도 평창군 진부면 오대산로 1211-50,033-332-6666
호명호수공원,경기도 가평군 청평면 상천리 산371-2,호명호수관광안내소 031-580-2062
소양강댐,강원특별자치도 춘천시 신북읍 신샘밭로 1128,"033-242-2455
"
바람새마을,경기도 평택시 고덕면 새악길 43-62,031-663-5453
만장굴 (제주도 국가지질공원),제주특별자치도 제주시 구좌읍 만장굴길 182,제주도 국가지질공원 064-710-관람문의 064-710-7903
흑산도,전라남도 신안군 흑산면 진마을길 11,061-246-5191(흑산면 관광안내소)
구담봉.옥순봉,충청북도 단양군 단성면 월악로 3827,043-422-1146
구봉도 낙조전망대,경기도 안산시 단원구 구봉타운길 43,전화번호 없음
해상관광탐방로,인천광역시 중구 무의동 95-4,
바람의 언덕,경상남도 거제시 남부면 도장포마을,"055-639-4178
"
지중해마을,충청남도 아산시 탕정면 탕정면로8번길 55-7,아산시관광안내소 041-540-2517
마산로봇랜드,경상남도 창원시 마산합포구 구산면 로봇랜드로 250,
변산반도국립공원,전북특별자치도 부안군 변산면 방파제길 11,"063-582-7808 
"
낙강물길공원,경상북도 안동시 상아동 423,054-850-4203
물향기수목원,경기도 오산시 청학로 211,
삼막사,경기도 안양시 만안구 삼막로 478,
삼길포항,충청남도 서산시 대산읍 삼길포1로 72-2,삼길포관광안내소 041-662-0819
파라다이스 스파 도고,충청남도 아산시 도고면 도고온천로 176,041-537-7100
사직번개시장 (삼척 번개시장),강원특별자치도 삼척시 중앙로 10-1,지역경제과 033-570-3354
인천대공원 너나들이캠핑장,인천광역시 남동구 무네미로 238 인천대공원 ,032-467-2123  
용눈이오름,제주특별자치도 제주시 구좌읍 종달논길,"064-740-6000

"
건천편백나무숲,경상북도 경주시 건천읍 송선리,"경주시 관광안내소 
054-772-9289"
경주 석굴암 [유네스코 세계유산],경상북도 경주시 석굴로 238 석굴암 ,054-746-9933
천장호 출렁다리,충청남도 청양군 정산면 천장호길 24,"041-940-2723
"
용봉산,충청남도 홍성군 홍북읍 상하리,
김천 사명대사공원,경상북도 김천시 대항면 직지사길 130, 054-421-1557
평택호관광단지,경기도 평택시 현덕면 평택호길 159,031-8024-8687 
충무공 이순신 동상,서울특별시 종로구 세종대로 175,
계룡산 수통골,대전광역시 유성구 수통골로 47-3,
전원일기마을캠핑장,경기도 양주시 장흥면 일영로327번길 227-15,
덕유산국립공원 적상전망대,전북특별자치도 무주군 적상면 북창리,063-324-2114
식장산 문화공원(해돋이전망대),대전광역시 동구 세천동 산43-5, 042-251-4751
선재도(선재도 어촌체험마을),인천광역시 옹진군 영흥면,전화번호 없음
무릉별유천지,강원특별자치도 동해시 이기로 97 (삼화동),033-533-0101
군산 신흥동 일본식가옥(히로쓰 가옥),전북특별자치도 군산시 구영1길 17,군산시청 문화예술과 063-454-4173
국립횡성숲체원,강원특별자치도 횡성군 둔내면 청태산로 777,033-340-6300
유성온천지구,대전광역시 유성구 봉명동 574,042-611-2128
서귀포 치유의 숲,제주특별자치도 서귀포시 산록남로 2271,"064-760-3067~8
"
한려해상국립공원 (오동도),전라남도 여수시 오동도로 222,
"충주 민속5일장 / 풍물시장 (5, 10일)",충청북도 충주시 충인1길 22,043-853-7005
창덕궁과 후원 [유네스코 세계유산],서울특별시 종로구 율곡로 99,창덕궁관리소 02-3668-2300
온달관광지,충청북도 단양군 영춘면 온달로 23,043-423-8820
한밭수목원,대전광역시 서구 둔산대로 169,042-270-8474
디피랑(DPIRANG),경상남도 통영시 남망공원길 29,"1544-3303
"
만인산 자연휴양림,대전광역시 동구 산내로 106,"042-270-8651
"
근포동굴,경상남도 거제시 남부면 저구리 423,055-639-4179
청산수목원,충청남도 태안군 남면 연꽃길 70,041-675-0656
"코끼리바위 (울릉도, 독도 국가지질공원)",경상북도 울릉군 북면 현포리,054-791-2191
화랑대 철도공원,서울특별시 노원구 화랑로 608,노원구청 여가생활팀 02-2116-0666
석모도 칠면초 군락지,인천광역시 강화군 삼산면,
한국민속촌,경기도 용인시 기흥구 민속촌로 90,031-288-0000
망원시장,서울특별시 마포구 포은로8길 14,
영흥도,인천광역시 옹진군 영흥면,
도산서원 [유네스코 세계유산],경상북도 안동시 도산면 도산서원길 154,054-856-1073
